epoch,binary_dice_score,learning_rate,loss,val_binary_dice_score,val_loss
0,0.26570919156074524,9.999999974752427e-07,1.3587523698806763,0.04759333282709122,1.2392011880874634
1,0.5648245811462402,3.0899998819222674e-05,1.165923833847046,0.5617808699607849,1.2547309398651123
2,0.7469100952148438,6.08000009378884e-05,0.9250549674034119,0.8309609889984131,0.9808973670005798
3,0.7759841084480286,9.069999941857532e-05,0.8050477504730225,0.512488842010498,1.0986210107803345
4,0.7720789313316345,0.00012060000153724104,0.7779629230499268,1.9684253857121803e-05,4.004654407501221
5,0.7804860472679138,0.00015049999637994915,0.7386780977249146,0.00017151494103018194,3.4467854499816895
6,0.788453221321106,0.0001804000057745725,0.7536261081695557,0.001121762441471219,1.6248300075531006
7,0.8015770316123962,0.0002103000006172806,0.7079395651817322,0.5200109481811523,0.9268394708633423
8,0.7463617920875549,0.0002401999954599887,0.8425975441932678,0.7660768628120422,0.8084111213684082
9,0.7653239965438843,0.0002700999903026968,0.7442678213119507,0.0009493454708717763,2.631737470626831
10,0.7530627250671387,0.0003000000142492354,0.8195736408233643,6.159131316962885e-06,5.103725433349609
11,0.8031215667724609,0.0002999795542564243,0.6951961517333984,0.8230224251747131,0.6895145177841187
12,0.831734836101532,0.0002999182615894824,0.6244743466377258,0.8167946934700012,0.6272902488708496
13,0.7888824343681335,0.0002998161071445793,0.7079361081123352,0.863021731376648,0.5046570301055908
14,0.7975035309791565,0.0002996731491293758,0.7120013236999512,0.8303675651550293,0.9223606586456299
15,0.7974493503570557,0.000299489387543872,0.6620861887931824,0.8085253238677979,0.7667301893234253
16,0.8009622097015381,0.00029926488059572875,0.7216920852661133,0.5565625429153442,1.190795660018921
17,0.7875676155090332,0.0002989997447002679,0.6729198694229126,0.005339679773896933,1.9459148645401
18,0.7897261381149292,0.00029869397985748947,0.7143161296844482,0.8893473744392395,0.4194551706314087
19,0.8090173602104187,0.00029834770248271525,0.6657296419143677,1.3057649850701375e-13,2.5231900215148926
20,0.8111811876296997,0.0002979610289912671,0.6329960227012634,0.5406686067581177,0.9219415783882141
21,0.7541131377220154,0.0002975340175908059,0.7614330649375916,0.7680581212043762,0.7581346035003662
22,0.8093370199203491,0.00029706681380048394,0.6435298919677734,0.795097291469574,0.8223059177398682
23,0.7942953109741211,0.0002965595340356231,0.6603599190711975,0.8778576850891113,0.4309193193912506
24,0.7950537204742432,0.00029601232381537557,0.6780412793159485,0.7287353873252869,0.7590682506561279
25,0.8383824825286865,0.0002954253286588937,0.5974934101104736,1.217162492756635e-13,2.0187361240386963
26,0.8447545766830444,0.00029479872318916023,0.5572974681854248,0.657494068145752,0.6995760202407837
27,0.7951552867889404,0.0002941326820291579,0.6752128005027771,0.9094778299331665,0.37294870615005493
28,0.8179588913917542,0.00029342735069803894,0.6269213557243347,0.879258930683136,0.48126643896102905
29,0.8136482238769531,0.00029268296202644706,0.6516836881637573,0.24813522398471832,1.3856550455093384
30,0.8350694179534912,0.000291899690637365,0.584898829460144,0.8933638334274292,0.4209632873535156
31,0.8110714554786682,0.0002910777402576059,0.6258101463317871,0.8033325672149658,0.6092275977134705
32,0.8423678874969482,0.0002902174019254744,0.5601797699928284,0.8953102231025696,0.4369262456893921
33,0.8072024583816528,0.00028931882116012275,0.6253142952919006,0.5644651055335999,1.4470075368881226
34,0.8130500316619873,0.000288382318103686,0.6238806247711182,0.8130549788475037,0.5832147002220154
35,0.8212494850158691,0.00028740812558680773,0.5997461676597595,0.7853286862373352,0.704710066318512
36,0.8352594375610352,0.00028639647644013166,0.5846301913261414,0.004084139131009579,1.7410619258880615
37,0.7942460775375366,0.0002853476908057928,0.6926209926605225,0.019809389486908913,1.4615908861160278
38,0.7864132523536682,0.00028426203061826527,0.707320511341095,0.7431845664978027,0.8117835521697998
39,0.8283421397209167,0.0002831398160196841,0.6145089268684387,0.8676154017448425,0.4586030840873718
40,0.8395165205001831,0.0002819813380483538,0.5494860410690308,0.7970752716064453,0.9662331342697144
41,0.7962740659713745,0.000280786887742579,0.6876006722450256,0.8804938197135925,0.5222672820091248
42,0.8435062766075134,0.0002795568434521556,0.5715695023536682,0.003043751697987318,2.282212972640991
43,0.8431772589683533,0.0002782914962153882,0.518873393535614,0.8665391802787781,0.5359448194503784
44,0.8467645645141602,0.00027699125348590314,0.5440981984138489,0.8686121106147766,0.5244544744491577
45,0.8301572203636169,0.0002756563771981746,0.5918037295341492,0.46071434020996094,1.0884582996368408
46,0.8377765417098999,0.00027428733301348984,0.5425160527229309,0.8754885196685791,0.46611520648002625
47,0.8350707292556763,0.00027288441197015345,0.558295726776123,0.9181437492370605,0.3293798267841339
48,0.8380871415138245,0.00027144805062562227,0.5477548837661743,0.8482104539871216,0.572966992855072
49,0.8167427778244019,0.0002699785982258618,0.6109609007835388,0.8844125866889954,0.47120505571365356
50,0.806421160697937,0.0002684765204321593,0.6389063596725464,0.8840113878250122,0.47542524337768555
51,0.8162438273429871,0.0002669421664904803,0.6102740168571472,0.05719432979822159,2.0922770500183105
52,0.8464522361755371,0.00026537597295828164,0.5313555598258972,0.9093588590621948,0.3515092432498932
53,0.8079338669776917,0.00026377837639302015,0.6767573356628418,0.6539162397384644,1.0115876197814941
54,0.8001044392585754,0.0002621498133521527,0.6267790794372559,0.3680887222290039,1.7712383270263672
55,0.8129186034202576,0.00026049072039313614,0.604846179485321,0.007032051216810942,2.628702163696289
56,0.8318769335746765,0.0002588015631772578,0.5454195737838745,0.8041322827339172,0.8378952145576477
57,0.8429688811302185,0.0002570828073658049,0.5477479100227356,0.805435836315155,0.57053142786026
58,0.8133609890937805,0.0002553348895162344,0.6208423376083374,0.4204602539539337,1.4892216920852661
59,0.8080422282218933,0.00025355833349749446,0.5995055437088013,0.8847501873970032,0.4272060990333557
60,0.8716408014297485,0.0002517536049708724,0.4687258303165436,0.9133447408676147,0.3648647964000702
61,0.8048281073570251,0.00024992116959765553,0.6389507055282593,0.8840413093566895,0.4432758092880249
62,0.8381819128990173,0.00024806158035062253,0.5801751017570496,0.9067829847335815,0.37183094024658203
63,0.7893012166023254,0.0002461753028910607,0.6264622211456299,0.8089249134063721,0.6623289585113525
64,0.8301354050636292,0.0002442628610879183,0.6004233956336975,0.9097658395767212,0.36317330598831177
65,0.7991620302200317,0.0002423247933620587,0.6284598708152771,0.8803566098213196,0.5174843668937683
66,0.8364180326461792,0.0002403616381343454,0.5330291390419006,0.85490882396698,0.5923499464988708
67,0.863356351852417,0.00023837389016989619,0.4721659719944,0.2720976769924164,1.6132642030715942
